serial,year,intyear,intmon,monthid,quarter,gor,ladsupgp,wtm2insr,c11indivwgt,victim,victype,agegrp,sexage,nsethgrp,onsdisab,genheal2,tenure1,tothhin4,stranger,acquain,seracq,othacq,hhldacq,persacq,domestic,dom_acq,violence,robbery,theftper
"499011","23","23","11","2311","234","7","3","2.23583993581347","3476.35430070516","0","0","3","6","1","2","1","1","4","0","0","0","0","0","0","0","0","0","0","0"
"499012","23","23","11","2311","234","7","3","1.86927283039463","2453.86665046142","0","0","3","6","1","1","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499013","23","23","11","2311","234","7","3","2.23968825142887","4040.23854259471","0","0","2","2","1","2","1","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499014","23","23","11","2311","234","7","3","2.23968825142887","3020.1537165432","1","1","2","5","1","2","1","2","6","0","0","1","0","1","0","0","0","0","0","0"
"499018","23","23","11","2311","234","7","3","1.86055026682178","3356.30054479792","1","1","2","2","4","2","1","4","6","0","0","0","1","1","0","0","0","0","0","0"
"499024","23","23","11","2311","234","7","3","2.96704515321969","6397.29461465954","0","0","1","1","1","2","1","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499028","23","23","11","2311","234","7","3","1.48615814878625","3147.76339890313","0","0","1","4","3","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"499105","23","24","2","2402","241","7","3",".526226739651645","741.224896878707","0","0","2","5","5","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499112","23","24","2","2402","241","7","3","3.06925257424418","5285.56151298814","0","0","2","2","3","2","1","4","5","0","0","0","0","0","0","0","0","0","0","0"
"499113","23","23","12","2312","234","7","3",".777333332437377","734.876166132565","0","0","3","3","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499120","23","23","11","2311","234","7","3",".547784869374586","1267.94655439502","0","0","1","1","1","2","1","4","5","0","0","0","0","0","0","0","0","0","0","0"
"499121","23","24","2","2402","241","7","3",".808162712653521","902.139534401793","0","0","3","3","3","1","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499122","23","23","11","2311","234","7","3",".547784869374586","757.120029453488","0","0","2","5","3","1","3","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499125","23","23","12","2312","234","7","3",".273892434687293","378.560014726744","0","0","2","5","1","1","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499128","23","23","12","2312","234","7","3",".655895015476532","805.737156770347","1","1","3","3","1","1","4","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499201","23","23","11","2311","234","2","1",".633681209210369","866.987313498999","0","0","2","5","4","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499203","23","23","11","2311","234","2","1",".316840604605185","347.915425117051","0","0","3","3","3","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0"
"499204","23","23","11","2311","234","2","1",".347752776176029","497.520897451005","0","0","2","5","3","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499206","23","23","11","2311","234","2","1",".695505552352058","1012.86468843422","0","2","2","5","3","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0"
"499208","23","23","11","2311","234","2","1",".316840604605185","474.398590101159","0","2","2","5","1","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0"
"499209","23","24","1","2401","241","2","1","1.02476113217025","2038.92113346799","0","0","1","1","3","2","2","8"," ","0","0","0","0","0","0","0","0","0","0","0"
"499210","23","23","11","2311","234","2","1",".692278601986154","760.175307737402","1","1","3","3","3","2","2","1"," ","0","0","0","0","1","0","0","0","0","0","0"
"499211","23","24","1","2401","241","2","1",".323403634038998","522.354077475391","1","1","2","2","1","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0"
"499213","23","23","11","2311","234","2","1",".63577165212069","811.867742726914","0","0","3","3","3","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"499216","23","23","12","2312","234","2","1",".316281069441802","507.11149994646","0","0","3","6","3","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499217","23","23","11","2311","234","2","1","1.0414159519172","1589.16657605272","0","0","2","2","4","2","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499221","23","24","1","2401","241","2","1",".381360649949745","480.729468290969","1","1","2","5","1","1","3","4"," ","0","0","0","1","1","0","0","0","0","0","0"
"499222","23","23","12","2312","234","2","1",".494886125125939","876.360293055456","0","0","2","2","3","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499223","23","23","11","2311","234","2","1",".494886125125939","825.767148850674","0","2","3","6","1","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0"
"499224","23","23","11","2311","234","2","1",".347138650639066","470.166790376459","0","0","3","3","3","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499229","23","23","11","2311","234","2","1",".317885826060345","424.997688743747","0","0","3","6","1","1","4","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499231","23","23","12","2312","234","2","1",".989772250251878","1813.76665212386","0","0","2","2","3","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499301","23","23","12","2312","234","2","5",".608211503843312","1114.5531134343","0","0","2","2","1","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499302","23","23","11","2311","234","2","5",".742938717425836","1037.88257458047","0","2","2","5","1","1","3","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499303","23","23","11","2311","234","2","5",".742938717425836","1259.0083236054","1","1","2","2","1","2","2","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"499306","23","23","11","2311","234","2","5",".739900863829167","1370.63276773243","0","0","2","2","3","2","1","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499307","23","23","11","2311","234","2","5",".302862272842461","386.749092995223","0","0","3","3","1","1","3","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499308","23","23","11","2311","234","2","5",".302862272842461","433.297216043962","0","0","2","5","1","2","3","8"," ","0","0","0","0","0","0","0","0","0","0","0"
"499309","23","23","11","2311","234","2","5",".302862272842461","530.826487651161","0","0","2","5","1","2","1","4","1","0","0","0","0","0","0","0","0","0","0","0"
"499310","23","23","12","2312","234","2","5",".739900863829167","1631.21651925507","0","0","1","1","2","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499312","23","23","12","2312","234","2","5","2.04398498367272","3060.41454393315","0","0","2","5","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"499314","23","23","12","2312","234","2","5","1.970784904115","3489.92939674753","0","0","2","2","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499315","23","23","12","2312","234","2","5",".868104515013103","953.245723549767","0","0","3","3","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499317","23","23","12","2312","234","2","5",".735938453066769","1179.97214775334","0","0","3","6","1","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499318","23","23","11","2311","234","2","5",".735938453066769","1052.88809959966","0","2","2","5","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499319","23","23","11","2311","234","2","5",".367969226533385","449.225739182705","0","0","3","6","1","1","3","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499321","23","23","12","2312","234","2","5",".735938453066769","1348.61390976403","0","0","2","2","3","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0"
"499322","23","23","11","2311","234","2","5",".908586818527383","1386.47367633235","0","0","2","2","1","2","2","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"499325","23","23","12","2312","234","2","5","1.7390787377686","2379.3654931003","0","0","2","5","1","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0"
"499326","23","23","11","2311","234","2","5","1.7390787377686","1728.48189821243","0","0","3","3","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499328","23","23","11","2311","234","2","5","1.47187690613354","2013.78640569141","0","0","2","5","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499330","23","23","11","2311","234","2","5",".943627042142912","937.877179213023","0","0","3","3","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499331","23","23","12","2312","234","2","5",".629084694761941","1102.5962917781","0","0","2","5","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"499332","23","23","11","2311","234","2","5",".629084694761941","657.864196569083","0","0","3","3","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499333","23","23","12","2312","234","2","5",".742938717425836","1456.26929171958","0","0","1","4","1","2","1","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499401","23","24","1","2401","241","2","1",".844132538380635","1513.10070341777","0","0","1","4","1","2","1","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499404","23","23","12","2312","234","2","1","1.0975472312521","1696.93568608192","0","2","2","2","1","1","3","4","5","0","0","0","0","0","0","0","0","0","0","0"
"499413","23","23","12","2312","234","2","1",".70048928758688","1227.74707023488","0","0","2","5","1","1","4","5","3","0","0","0","0","0","0","0","0","0","0","0"
"499415","23","24","1","2401","241","2","1","1.00948586894606","2414.42290179478","0","0","1","4","4","2","2","5"," ","0","0","0","0","0","0","0","0","0","0","0"
"499417","23","24","1","2401","241","2","1","1.72391526172492","3429.99665882622","0","0","1","1","1","2","2","5"," ","0","0","0","0","0","0","0","0","0","0","0"
"499420","23","23","12","2312","234","2","1",".36648078304677","533.705939345112","1","3","2","5","1","1","4","4","3","0","0","1","0","1","0","0","0","0","0","0"
"499428","23","23","12","2312","234","2","1",".70048928758688","1240.44899661639","0","0","2","2","4","2","2","3","4","0","0","0","0","0","0","0","0","0","0","0"
"499429","23","23","12","2312","234","2","1",".698187596147024","1236.37308726605","0","0","2","2","4","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499431","23","23","11","2311","234","2","1",".63822193409647","667.419448292293","1","1","3","3","4","2","2","1","3","0","0","0","1","1","0","0","0","0","0","0"
"499501","23","24","1","2401","241","2","1","1.73586250639413","4218.99588905509","1","1","1","1","3","1","3","5","5","0","0","0","1","0","1","0","0","0","0","1"
"499508","23","23","11","2311","234","2","1",".348648117515649","590.830537789778","1","1","2","2","4","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499509","23","24","1","2401","241","2","1",".280383337636322","363.552018657603","1","3","2","5","5","1","3","4"," ","0","0","0","2","2","0","0","0","0","0","0"
"499512","23","23","11","2311","234","2","1",".700515034678155","1283.70017333512","0","2","2","2","4","2","1","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499516","23","24","2","2402","241","2","1",".56191915379764","811.024590231246","0","0","2","2","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"499522","23","24","1","2401","241","2","1",".33961069096731","410.332523799486","0","0","3","6","1","1","4","4","1","0","0","0","0","0","0","0","0","0","0","0"
"499525","23","24","1","2401","241","2","1",".858481612456899","1087.61669844452","1","1","2","2","4","1","2","4","2","0","0","0","1","0","1","0","0","0","0","0"
"499527","23","23","11","2311","234","2","1","1.27121464199844","3004.1413069873","1","1","1","1","3","2","2","5","5","0","0","0","1","1","1","0","0","0","0","0"
"499529","23","24","1","2401","241","2","1",".286160537485633","488.145302888963","0","0","2","2","1","1","5","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499530","23","23","11","2311","234","2","1","1.05242726578053","2723.3902406999","0","0","1","1","3","2","2","5","4","0","0","0","0","0","0","0","0","0","0","0"
"499532","23","23","11","2311","234","2","1",".350257517339077","479.213869019468","0","0","2","5","1","2","3","2","5","0","0","0","0","0","0","0","0","0","0","0"
"499534","23","23","12","2312","234","2","1",".350809088593511","621.224035343667","0","0","2","2","1","1","3","4","5","0","0","0","0","0","0","0","0","0","0","0"
"499603","23","24","1","2401","241","2","1","1.7013147757086","1704.28692450724","0","2","3","3","1","2","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499604","23","24","2","2402","241","2","1",".680525910283441","920.89398241028","1","1","2","5","1","2","1","1","5","0","0","0","1","1","0","0","0","0","0","0"
"499609","23","24","1","2401","241","2","1",".835235401967084","1162.90603517581","0","0","2","5","2","1","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"499610","23","24","1","2401","241","2","1","3.16477075892692","9555.81584680971","0","0","1","4","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"499613","23","24","1","2401","241","2","1","2.35866263744198","3404.28580534562","0","0","2","2","1","2","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"499614","23","24","1","2401","241","2","1","1.7210121334188","1988.99239904081","0","2","3","6","1","2","1","1","6","0","0","0","0","0","0","0","0","0","0","0"
"499617","23","23","12","2312","234","2","1","1.67984875116847","2597.24156911764","0","0","2","2","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"499624","23","24","1","2401","241","2","1",".340262955141721","340.857384901447","0","0","3","3","1","2","5","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499628","23","24","1","2401","241","2","1","1.04086228345667","2489.46697729998","1","3","1","4","1","2","1","4"," ","0","0","0","1","1","0","0","0","0","0","0"
"499702","23","23","12","2312","234","2","1",".985998527026154","1349.0193517425","0","0","2","5","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499705","23","23","12","2312","234","2","1",".304604239519801","412.557914154576","0","0","3","3","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"499709","23","23","12","2312","234","2","1",".609208479039603","912.15469019254","1","1","2","5","1","2","2","1","6","0","0","1","0","1","0","0","0","0","0","0"
"499711","23","24","1","2401","241","2","1",".627876589111533","605.891818038971","0","0","3","3","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"499712","23","23","12","2312","234","2","1",".372078268170366","596.574334981105","0","0","3","6","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499713","23","23","12","2312","234","2","1",".629120139390249","1152.86837827103","1","1","2","2","1","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"499715","23","23","12","2312","234","2","1","1.80929882426231","2709.02402920008","0","2","2","5","1","1","4","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"499717","23","24","1","2401","241","2","1","1.71616243091359","3494.782985173","0","0","1","1","1","2","2","4","5","0","0","0","0","0","0","0","0","0","0","0"
"499722","23","24","1","2401","241","2","1",".567147300148521","568.138090442506","0","0","3","3","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"499727","23","23","12","2312","234","2","1",".630115885117731","658.942562042873","0","0","3","3","1","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"499728","23","24","1","2401","241","2","1",".850720950222781","1077.78465811385","0","0","2","2","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"499729","23","24","1","2401","241","2","1",".567147300148521","568.138090442506","0","0","3","3","1","2","2","8"," ","0","0","0","0","0","0","0","0","0","0","0"
"499730","23","23","12","2312","234","2","1",".314560069695125","384.022547639144","0","0","3","6","1","2","2","1","3","0","0","0","0","0","0","0","0","0","0","0"
"499732","23","23","12","2312","234","2","1","1.7369044686563","1907.2550923619","0","2","3","3","1","1","3","1","4","0","0","0","0","0","0","0","0","0","0","0"
"499802","23","24","1","2401","241","2","1",".604142822451752","975.797528135105","1","3","2","2","1","2","2","2","6","0","0","1","0","1","0","0","0","0","0","0"
"499806","23","24","1","2401","241","2","1",".343018214250958","585.135642961852","1","1","2","2","1","2","2","1","5","0","0","1","0","1","0","0","0","0","0","0"
"499808","23","23","11","2311","234","2","1",".369261744089001","471.53989588707","0","2","3","3","1","1","3","4","3","0","0","0","0","0","0","0","0","0","0","0"
"499815","23","24","1","2401","241","2","1",".561061432738026","671.218015468527","0","0","3","3","1","2","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499816","23","24","1","2401","241","2","1",".280211589238425","390.141207477712","0","2","2","5","3","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499825","23","23","11","2311","234","2","1",".697199761518005","932.121733485516","0","0","3","6","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"499830","23","24","1","2401","241","2","1",".303114118826156","379.462697202941","0","0","3","6","3","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"499831","23","24","2","2402","241","2","1",".60817237840758","727.578537889123","0","0","3","3","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0"
"499902","23","24","1","2401","241","2","5","1.62079838575111","2077.94392952722","1","1","2","5","1","2","1","1"," ","0","0","1","1","2","0","0","0","0","0","0"
"499903","23","24","2","2402","241","2","5",".840198178076094","1201.60658744971","0","0","2","2","1","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"499906","23","24","2","2402","241","2","5","2.44884295986017","3102.45724120962","0","2","2","2","1","2","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"499909","23","24","2","2402","241","2","5","1.69259249956248","2264.9062353245","0","0","2","2","1","2","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"499916","23","24","2","2402","241","2","5","1.64774382888199","2294.16909115412","0","0","2","5","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"499917","23","24","2","2402","241","2","5","4.01542426441896","5206.49910726765","0","0","2","5","1","1","3","2","6","0","0","0","0","0","0","0","0","0","0","0"
"499918","23","24","2","2402","241","2","5","1.60616970576759","2082.59964290706","0","0","2","5","1","1","3","2","2","0","0","0","0","0","0","0","0","0","0","0"
"499919","23","24","2","2402","241","2","5","3.89827257466436","6649.84579433428","0","0","2","2","3","1","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499920","23","24","2","2402","241","2","5","1.95923482196922","3164.51081642449","1","1","2","2","1","2","2","4"," ","0","0","1","0","1","0","0","0","0","0","0"
"499921","23","23","11","2311","234","2","5",".770666293838339","805.922901066109","0","0","3","3","1","1","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499924","23","24","2","2402","241","2","5",".810399192875553","1055.47236828919","0","0","3","6","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"499927","23","24","2","2402","241","2","5",".846296249781242","1366.91814901516","0","0","2","2","1","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"499928","23","24","1","2401","241","2","5","1.7142295248723","2232.63042746646","0","0","3","6","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"499932","23","24","1","2401","241","2","5","1.60616970576759","2149.26143328808","0","0","2","2","1","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"500001","23","23","11","2311","234","2","7",".313852427279577","555.779988935641","1","1","2","2","1","2","2","1","5","0","0","2","0","2","0","0","0","0","0","0"
"500005","23","24","1","2401","241","2","7",".690309178674467","1373.47712441582","0","0","1","1","1","2","2","2","5","0","0","0","0","0","0","0","0","0","0","0"
"500008","23","24","2","2402","241","2","7",".602974449180894","747.934980211859","0","0","2","5","3","2","2","2","5","0","0","0","0","0","0","0","0","0","0","0"
"500012","23","24","1","2401","241","2","7",".351725178277963","599.988367343596","0","0","2","2","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500013","23","24","1","2401","241","2","7",".90100716057689","1615.04800071881","0","0","1","4","1","2","1","4","6","0","0","0","0","0","0","0","0","0","0","0"
"500015","23","24","1","2401","241","2","7",".313132251988755","406.015076634018","0","0","2","5","4","2","1","2","4","0","0","0","0","0","0","0","0","0","0","0"
"500017","23","24","1","2401","241","2","7",".626264503977511","838.022371236854","0","0","2","2","1","1","2","4","6","0","0","0","0","0","0","0","0","0","0","0"
"500018","23","23","11","2311","234","2","7",".369494114998484","471.836628912407","0","2","3","3","1","2","4","4","1","0","0","0","0","0","0","0","0","0","0","0"
"500021","23","24","1","2401","241","2","7",".600671440384593","1223.20375491376","0","0","1","1","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500025","23","23","11","2311","234","2","7",".73493094034188","1070.2798782737","0","0","2","5","3","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500026","23","23","11","2311","234","2","7",".73493094034188","938.492179708359","0","0","3","3","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500031","23","23","11","2311","234","2","7",".348924321243999","425.975257785418","1","1","3","6","1","1","4","4","2","0","0","4","0","4","0","0","0","0","0","0"
"500101","23","23","11","2311","234","2","7",".34882073727588","472.44501918708","0","0","3","3","1","1","4","1","5","0","0","0","0","0","0","0","0","0","0","0"
"500102","23","23","11","2311","234","2","7","1.74537524844583","3781.4946838808","0","0","1","4","3","2","1","1","6","0","0","0","0","0","0","0","0","0","0","0"
"500107","23","23","11","2311","234","2","7",".370179702820539","617.681972156153","0","0","3","6","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"500109","23","23","11","2311","234","2","7",".738629825181516","1075.66656401328","0","0","2","5","1","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0"
"500110","23","23","11","2311","234","2","7",".604684001816096","1059.82921481228","0","0","2","5","4","2","1","4","5","0","0","0","0","0","0","0","0","0","0","0"
"500112","23","23","12","2312","234","2","7",".369314912590758","684.139113163685","0","0","2","2","1","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"500114","23","23","11","2311","234","2","7",".303049966927085","453.750166332246","1","1","2","5","1","1","3","1","3","0","0","0","0","0","0","0","0","0","0","0"
"500116","23","23","11","2311","234","2","7",".69740404214759","1044.20800085877","0","0","2","5","1","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"500121","23","23","11","2311","234","2","7",".696860977772351","996.980966974043","0","0","2","5","1","2","2","4","1","0","0","0","0","0","0","0","0","0","0","0"
"500122","23","23","11","2311","234","2","7",".369027329267245","450.517496613694","0","0","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"500125","23","23","11","2311","234","2","7",".368197269618763","365.953709677264","0","0","3","3","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"500128","23","23","11","2311","234","2","7",".907334801284886","1384.56313909624","0","0","2","2","1","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"500203","23","23","12","2312","234","2","7",".354061286247733","600.003871109096","0","0","2","2","1","2","2","1","1","0","0","0","0","0","0","0","0","0","0","0"
"500205","23","24","1","2401","241","2","7","1.62583689403004","2914.29939748412","0","0","1","4","2","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"500206","23","23","12","2312","234","2","7","1.80673042404241","2523.99555992342","0","2","2","5","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500209","23","23","12","2312","234","2","7","1.81330527115751","2455.95216131458","0","0","3","3","1","1","5","1","6","0","0","0","0","0","0","0","0","0","0","0"
"500212","23","23","12","2312","234","2","7","1.73622784123491","3074.56819357879","1","1","2","2","1","1","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500214","23","23","12","2312","234","2","7",".696770811729817","889.762455167945","1","1","3","3","1","1","3","4","3","0","0","0","1","1","0","0","0","0","0","0"
"500217","23","24","1","2401","241","2","7",".685600101954551","661.962396455634","0","0","3","3","1","1","3","4","2","0","0","0","0","0","0","0","0","0","0","0"
"500226","23","24","1","2401","241","2","7",".342800050977275","434.295917653375","0","2","2","2","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"500231","23","23","12","2312","234","2","7","1.67861935781433","2244.23138393146","0","2","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"500304","23","23","11","2311","234","2","7",".43452879346706","769.477585751509","1","1","2","2","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"500307","23","23","11","2311","234","2","7",".43452879346706","769.477585751509","0","0","2","2","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500310","23","23","11","2311","234","2","7",".873736732481228","1712.65266261593","1","1","1","4","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"500318","23","23","11","2311","234","2","7","2.05253813670587","2146.43809247717","1","1","3","3","1","2","2","1","5","0","0","1","0","1","0","0","0","0","0","0"
"500319","23","24","1","2401","241","2","7",".358786683023553","465.211748958725","0","0","2","5","1","2","3","4","6","0","0","0","0","0","0","0","0","0","0","0"
"500322","23","23","11","2311","234","2","7",".869057586934121","2053.76158266647","0","0","1","1","1","2","1","1","6","0","0","0","0","0","0","0","0","0","0","0"
"500325","23","23","11","2311","234","2","7",".436868366240614","597.712738983722","1","1","2","5","1","2","1","8"," ","0","0","0","0","0","0","0","0","0","0","0"
"500328","23","23","11","2311","234","2","7",".343969937394823","758.330570262877","1","3","1","1","3","2","1","2","5","0","0","0","0","0","0","0","0","0","0","0"
"500330","23","23","11","2311","234","2","7",".436868366240614","773.620576587904","0","0","2","2","1","1","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500331","23","23","11","2311","234","2","7",".436868366240614","594.693293352796","1","1","3","6","1","2","1","1","5","0","0","1","0","1","0","0","0","0","0","0"
"500332","23","23","11","2311","234","2","7",".405857626678956","751.832832416764","0","0","2","2","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"500333","23","23","11","2311","234","2","7",".436868366240614","856.326331307965","0","0","1","4","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500403","23","23","12","2312","234","2","1",".41774124995926","565.791398738277","0","0","3","3","1","1","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"500404","23","23","12","2312","234","2","1",".171384343811422","290.433531505603","0","0","2","2","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"500405","23","24","1","2401","241","2","1","1.91608366711524","3268.54027554908","0","0","2","2","1","2","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"500407","23","23","12","2312","234","2","1",".21650564203243","276.47339465073","0","0","3","3","1","2","2","1","3","0","0","0","0","0","0","0","0","0","0","0"
"500408","23","23","12","2312","234","2","1",".43301128406486","475.479792634636","0","0","3","3","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"500412","23","23","12","2312","234","2","1",".410843034522893","752.873598027589","0","0","2","2","1","2","2","2","4","0","0","0","0","0","0","0","0","0","0","0"
"500413","23","23","12","2312","234","2","1",".410843034522893","559.265939426954","0","0","3","6","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"500417","23","23","12","2312","234","2","1","1.67356821819757","3066.82898358549","0","0","2","2","1","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0"
"500422","23","23","12","2312","234","2","1",".368178075096746","651.981596182896","0","0","2","2","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500424","23","23","12","2312","234","2","1",".171384343811422","179.224871602839","0","0","3","3","1","1","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"500425","23","23","12","2312","234","2","1",".43301128406486","552.946789301461","0","0","3","3","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"500427","23","23","12","2312","234","2","1",".774562469969064","1035.55186339768","0","0","3","6","1","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"500431","23","23","12","2312","234","2","1",".355961832486591","487.018375123187","1","1","2","5","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500501","23","24","1","2401","241","2","1","1.56702119393272","2031.83870744994","0","0","2","5","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500503","23","24","1","2401","241","2","1",".976772635851956","1128.86673520496","0","2","3","6","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"500504","23","24","1","2401","241","2","1","1.61375240279102","1930.59016723525","0","0","3","3","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"500505","23","24","1","2401","241","2","1","1.51391571163829","1516.56047957179","0","0","3","3","1","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"500508","23","24","1","2401","241","2","1",".763959458433664","990.568860573218","0","0","2","5","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
