serial,year,intyear,intmon,monthid,quarter,gor,ladsupgp,wtm2insr,c11indivwgt,victim,victype,agegrp,sexage,nsethgrp,onsdisab,genheal2,tenure1,tothhin4,stranger,acquain,seracq,othacq,hhldacq,persacq,domestic,dom_acq,violence,robbery,theftper
"157318","23","23","7","2307","233","9","5",".330281570610658","537.469840722274","0","0","2","5","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"157322","23","23","6","2306","232","9","5",".883657447028603","1344.29692902317","0","0","3","6","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157325","23","23","6","2306","232","9","5",".462503528679075","737.194109645715","0","0","3","6","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157401","23","23","6","2306","232","9","5",".449151723712037","728.88487137763","0","0","2","5","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"157402","23","23","6","2306","232","9","5",".916513056880535","1394.27975389909","0","0","3","6","1","1","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157404","23","23","6","2306","232","9","5",".895945246593944","1509.90737710247","0","0","2","2","1","2","1","4","6","0","0","0","0","0","0","0","0","0","0","0"
"157405","23","23","6","2306","232","9","5","1.26210572713982","2300.00071313097","0","0","2","2","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"157410","23","23","6","2306","232","9","5",".996805708995595","1972.17820340278","0","0","2","2","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"157411","23","23","6","2306","232","9","5",".438835397222417","728.393284305696","0","0","3","3","1","2","1","4","3","0","0","0","0","0","0","0","0","0","0","0"
"157412","23","23","6","2306","232","9","5",".858321802954167","1424.67048237702","0","0","3","3","1","2","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"157416","23","23","6","2306","232","9","5",".47690463340946","782.820249928378","0","0","2","5","1","2","1","4","6","0","0","0","0","0","0","0","0","0","0","0"
"157418","23","23","6","2306","232","9","5",".458256528440268","1027.74204964276","0","0","2","2","1","1","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"157420","23","23","7","2307","233","9","5",".666947223956369","800.023268774886","0","2","3","3","1","2","1","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157424","23","23","7","2307","233","9","5",".706561890752123","993.04525080072","0","0","3","6","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"157425","23","23","6","2306","232","9","5",".447972623296972","583.49904408328","0","0","3","3","1","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157430","23","23","7","2307","233","9","5",".660584764579435","958.13089595788","1","1","2","5","1","1","3","1","6","0","0","0","1","1","0","0","0","0","0","0"
"157431","23","23","6","2306","232","9","5",".895945246593944","1487.11909945104","0","0","3","3","1","1","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"157501","23","23","6","2306","232","5","5","1.20093131848315","1518.67302876464","0","0","3","3","1","1","3","1","7","0","0","0","0","0","0","0","0","0","0","0"
"157502","23","23","6","2306","232","5","5",".569732028857757","1083.99936206959","0","0","3","6","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"157504","23","23","6","2306","232","5","5",".539525411883883","888.767800613571","0","0","2","2","1","2","1","2","2","0","0","0","0","0","0","0","0","0","0","0"
"157507","23","23","6","2306","232","5","5","1.61857623565165","4080.19815812234","0","2","1","4","4","2","2","4","5","0","0","0","0","0","0","0","0","0","0","0"
"157508","23","23","6","2306","232","5","5","1.24854221762679","1836.58464994995","1","1","3","3","1","1","3","1","5","0","0","1","0","1","0","0","0","0","0","0"
"157510","23","23","6","2306","232","5","5",".558257188122818","1062.16678217854","0","0","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157511","23","23","6","2306","232","5","5","1.11651437624564","1769.50762701375","1","1","2","5","1","2","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"157512","23","23","6","2306","232","5","5",".539525411883883","1030.98855674487","0","0","2","2","1","1","3","1","1","0","0","0","0","0","0","0","0","0","0","0"
"157515","23","23","6","2306","232","5","5",".539525411883883","713.46053079813","1","1","3","3","1","1","3","1","2","0","0","1","0","1","0","0","0","0","0","0"
"157517","23","23","6","2306","232","5","5","1.27086308664962","1680.57079870768","0","0","3","3","1","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0"
"157520","23","23","6","2306","232","5","5",".550701395712687","907.178155989671","0","0","2","2","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"157521","23","23","6","2306","232","5","5","1.12757544155946","1500.1432858106","0","0","3","6","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157523","23","23","6","2306","232","5","5","1.2098020576369","2158.76892173955","1","1","2","2","1","2","2","2","6","0","0","0","1","1","0","0","0","0","0","0"
"157527","23","23","6","2306","232","5","5",".709457844010627","1043.60058290475","1","1","3","3","1","1","4","4","1","0","1","0","0","0","0","0","1","1","0","0"
"157528","23","23","6","2306","232","5","5",".558257188122818","949.30504408717","0","2","3","6","1","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0"
"157602","23","23","6","2306","232","7","4",".506523313538732","1110.19571433087","1","1","2","2","1","2","2","4","3","1","0","0","0","0","0","0","0","0","0","0"
"157603","23","23","6","2306","232","7","4",".879157268323983","1389.93352608502","1","3","2","5","1","2","1","4","4","0","0","0","1","1","0","0","0","0","0","0"
"157604","23","23","6","2306","232","7","4","1.21659446504203","3180.50952119549","0","0","1","1","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"157605","23","23","6","2306","232","7","4",".519873496229824","986.691138116864","1","3","2","2","1","1","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157606","23","23","7","2307","233","7","4",".563801659869809","821.08664968222","0","0","3","6","1","2","2","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"157612","23","23","6","2306","232","7","4",".76911497984693","1453.37728936934","0","0","3","6","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157613","23","23","6","2306","232","7","4",".608297232521017","994.165253452112","0","0","2","2","4","2","1","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157615","23","23","6","2306","232","7","4","1.09642229113041","1435.66913988171","0","0","3","3","1","2","4","1","4","0","0","0","0","0","0","0","0","0","0","0"
"157617","23","23","6","2306","232","7","4",".751799422620678","1228.69680080127","0","0","2","2","4","2","3","4","4","0","0","0","0","0","0","0","0","0","0","0"
"157619","23","23","6","2306","232","7","4",".76276600214544","1205.92080295364","0","0","2","5","4","2","1","4","3","0","0","0","0","0","0","0","0","0","0","0"
"157620","23","23","6","2306","232","7","4",".548211145565205","682.50097780624","0","0","3","3","1","1","5","4","1","0","0","0","0","0","0","0","0","0","0","0"
"157622","23","23","6","2306","232","7","4",".519873496229824","755.549320456392","1","1","2","5","1","1","3","4","2","0","0","1","0","1","0","0","0","0","0","0"
"157623","23","23","7","2307","233","7","4",".58100257593859","715.146640740721","0","0","3","6","3","2","2","2","3","0","0","0","0","0","0","0","0","0","0","0"
"157624","23","23","6","2306","232","7","4",".626647283993595","1065.65046599482","1","1","2","5","1","2","1","2","4","0","0","1","0","1","0","0","0","0","0","0"
"157626","23","23","6","2306","232","7","4",".76911497984693","1130.87679383358","0","0","3","6","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"157630","23","23","6","2306","232","7","4","1.26323991358004","1572.68323199332","0","2","3","3","1","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"157631","23","23","6","2306","232","7","4",".519873496229824","1002.09352961301","1","1","2","2","1","2","1","4","3","0","0","0","1","1","0","0","0","0","0","0"
"157701","23","23","7","2307","233","4","5","1.11071920689216","1726.62223335617","0","0","3","6","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"157702","23","23","6","2306","232","4","5",".484222096809655","816.268924708032","0","2","2","5","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"157703","23","23","6","2306","232","4","5",".918074216030931","1437.84907764209","0","2","2","5","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"157704","23","23","7","2307","233","4","5",".554170176465361","887.54534404037","0","0","2","5","1","2","1","2","3","0","0","0","0","0","0","0","0","0","0","0"
"157705","23","23","7","2307","233","4","5","1.10351141442561","1672.10706402515","0","0","2","2","1","2","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157707","23","23","6","2306","232","4","5",".436018233093255","949.198491749329","1","1","2","2","1","2","2","2","3","0","0","0","1","0","1","0","0","0","0","0"
"157711","23","23","6","2306","232","4","5",".909462899222241","1390.4684171678","0","0","2","5","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"157712","23","23","6","2306","232","4","5",".91849081691509","1196.4408470883","0","0","3","6","1","1","4","1","3","0","0","0","0","0","0","0","0","0","0","0"
"157713","23","23","6","2306","232","4","5",".853948256480842","1228.41042605011","0","0","2","5","1","1","3","1","4","0","0","0","0","0","0","0","0","0","0","0"
"157714","23","23","6","2306","232","4","5",".454731449611121","661.877539096166","0","2","3","6","1","2","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157715","23","23","7","2307","233","4","5",".608012815706824","1149.98003766184","0","0","2","2","1","2","2","2","4","0","0","0","0","0","0","0","0","0","0","0"
"157716","23","23","6","2306","232","4","5","1.8424281684449","2399.97643738809","0","0","3","6","1","1","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157718","23","23","6","2306","232","4","5",".414829925676926","671.823319150157","0","0","2","2","1","1","1","4","6","0","0","0","0","0","0","0","0","0","0","0"
"157719","23","23","6","2306","232","4","5",".459245408457545","732.074002191326","0","0","3","3","1","2","1","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"157720","23","23","7","2307","233","4","5","1.44022070154187","1780.91352603232","0","0","3","3","1","2","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"157722","23","23","7","2307","233","4","5","1.11071920689216","1726.62223335617","0","0","3","6","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"157727","23","23","6","2306","232","4","5",".406324972251064","591.42021722237","1","3","3","6","1","1","3","1","6","0","0","0","0","0","0","0","0","0","0","0"
"157728","23","23","7","2307","233","4","5",".592246689402284","775.802742941112","0","0","3","6","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"157729","23","23","7","2307","233","4","5",".609234166230348","927.072071795852","0","0","2","2","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"157901","23","23","6","2306","232","7","4","1.74664065374046","2761.41083072098","1","1","2","5","1","1","4","5","2","1","0","0","0","0","0","0","0","0","0","0"
"157902","23","23","6","2306","232","7","4",".624871739872637","1748.16928251266","0","0","1","4","3","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"157905","23","23","6","2306","232","7","4","1.82189122717436","3792.72450770577","0","0","1","4","1","2","1","2","5","0","0","0","0","0","0","0","0","0","0","0"
"157906","23","23","6","2306","232","7","4","1.87461521961791","4701.31659416677","1","1","1","4","2","2","1","4","1","0","0","0","1","0","1","0","0","0","0","1"
"157907","23","23","8","2308","233","7","4",".545323007679502","723.3857293518","0","0","2","5","1","2","2","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"157909","23","23","6","2306","232","7","4","1.24974347974527","2213.8276277348","0","0","2","2","1","2","2","3","6","0","0","0","0","0","0","0","0","0","0","0"
"157910","23","23","9","2309","233","7","4","1.00572471350885","1334.12105332682","0","0","2","5","1","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"157912","23","23","9","2309","233","7","4",".614705610136361","1668.48941229262","0","0","1","1","4","2","2","4","6","0","0","0","0","0","0","0","0","0","0","0"
"157915","23","23","6","2306","232","7","4","1.59953600523785","3329.8362259707","0","0","1","4","1","2","2","4","5","0","0","0","0","0","0","0","0","0","0","0"
"157919","23","23","6","2306","232","7","4","1.74664065374046","4566.19472548457","0","2","1","1","4","1","4","4","5","0","0","0","0","0","0","0","0","0","0","0"
"157920","23","23","9","2309","233","7","4","1.93923676334044","3477.4508079744","0","0","2","2","1","2","1","4","4","0","0","0","0","0","0","0","0","0","0","0"
"157922","23","23","7","2307","233","7","4","2.49289473540251","5619.442959338","0","0","1","1","3","2","1","2","5","0","0","0","0","0","0","0","0","0","0","0"
"157925","23","23","7","2307","233","7","4","1.29282450889363","2020.17620503489","0","0","2","5","3","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"157927","23","23","7","2307","233","7","4","1.9866390942271","2815.24948825999","0","0","2","2","4","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"157928","23","23","9","2309","233","7","4","1.00572471350885","2267.08836923553","1","1","1","1","1","2","1","4","4","0","0","0","0","0","0","0","0","0","0","0"
"157931","23","23","6","2306","232","7","4","1.59953600523785","2720.1048067969","1","1","2","5","5","2","1","2","4","0","0","0","2","1","1","0","0","0","0","1"
"158001","23","23","7","2307","233","5","5",".59938257127483","870.621479225675","0","0","2","5","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"158005","23","23","8","2308","233","5","5",".659771421929372","1542.69745116216","0","0","1","1","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158008","23","23","8","2308","233","5","5",".732893348907749","1000.84365934953","0","0","3","6","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158009","23","23","6","2306","232","5","5",".605400320977968","1029.47098689205","0","0","3","6","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158010","23","23","6","2306","232","5","5","1.0271719595452","1954.34641635842","0","0","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158012","23","23","6","2306","232","5","5","1.05707943245559","1397.86641437728","0","0","3","3","1","2","2","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158013","23","23","7","2307","233","5","5",".656304230336187","1080.70535695313","0","0","2","5","1","2","1","4","3","0","0","0","0","0","0","0","0","0","0","0"
"158014","23","23","6","2306","232","5","5","1.17185365484398","1867.88406850585","0","0","2","5","3","2","2","2","5","0","0","0","0","0","0","0","0","0","0","0"
"158015","23","23","7","2307","233","5","5",".671240715270285","974.997626644631","0","0","2","5","1","1","4","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"158016","23","23","7","2307","233","5","5","1.31260846067237","1604.57666556435","0","0","3","3","1","2","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"158017","23","23","6","2306","232","5","5","1.09326735300951","1950.82457492211","0","0","2","2","1","2","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"158018","23","23","6","2306","232","5","5",".542625545814022","1012.92346390618","0","0","2","2","1","2","2","1","6","0","0","0","0","0","0","0","0","0","0","0"
"158019","23","23","7","2307","233","5","5",".567767953037625","738.300896696338","0","0","3","3","1","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"158021","23","23","7","2307","233","5","5","1.41996606158307","1735.81420246399","0","0","3","3","1","2","2","1","4","0","0","0","0","0","0","0","0","0","0","0"
"158025","23","23","6","2306","232","5","5",".992510387121907","1591.49772643593","1","1","2","5","1","2","1","2","6","0","0","0","1","2","0","0","0","0","0","0"
"158026","23","23","6","2306","232","5","5",".510112056290018","1068.54405333371","0","0","1","4","1","2","1","2","5","0","0","0","0","0","0","0","0","0","0","0"
"158029","23","23","6","2306","232","5","5",".97226192959452","1229.50242586298","0","0","3","3","1","2","2","4","3","0","0","0","0","0","0","0","0","0","0","0"
"158102","23","23","6","2306","232","9","6","1.54218563975531","3288.98472257794","0","2","1","4","1","1","3","4","4","0","0","0","0","0","0","0","0","0","0","0"
"158110","23","23","6","2306","232","9","6",".781325008812268","1516.24021014807","0","0","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158112","23","23","7","2307","233","9","6","1.13917960749456","1652.29844300241","0","0","2","5","1","2","1","3","4","0","0","0","0","0","0","0","0","0","0","0"
"158113","23","23","6","2306","232","9","6",".829053836830836","1615.71890612593","0","0","2","2","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158115","23","23","6","2306","232","9","6",".829053836830836","1134.45107626482","0","0","3","6","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158117","23","23","6","2306","232","9","6","2.5096062060021","5628.34933248305","0","0","2","2","1","1","2","4","5","0","0","0","0","0","0","0","0","0","0","0"
"158118","23","23","6","2306","232","9","6","1.47600573190386","2920.27453924947","1","1","2","2","1","2","3","1","4","0","0","0","1","1","0","0","0","0","0","0"
"158121","23","23","6","2306","232","9","6","1.6730708040014","3752.23288832203","0","0","2","2","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158123","23","23","7","2307","233","9","6","1.25067816312579","1578.71671203437","1","3","3","3","1","1","1","2","6","0","0","0","1","1","0","0","0","0","0","0"
"158124","23","23","6","2306","232","9","6",".851962925634529","1165.79914956841","0","0","3","6","1","1","5","1","1","0","0","0","0","0","0","0","0","0","0","0"
"158125","23","23","6","2306","232","9","6","1.68554849156568","2292.91702349585","0","0","3","3","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158127","23","23","6","2306","232","9","6","1.73784477095514","3372.46355997657","0","0","3","6","1","1","4","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158129","23","23","7","2307","233","9","6","2.02272653438086","3152.45892770598","0","0","3","6","1","1","5","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158131","23","23","6","2306","232","9","6","1.65464703421856","2517.1936638987","1","1","3","6","1","1","3","1","4","0","0","0","0","0","0","0","0","0","0","0"
"158209","23","23","6","2306","232","6","6","1.1925974803943","1420.51979379385","0","0","3","6","1","1","3","1","5","0","0","0","0","0","0","0","0","0","0","0"
"158210","23","23","6","2306","232","6","6","1.19021487511954","1958.01969427511","0","0","2","2","1","1","3","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158212","23","23","7","2307","233","6","6","1.00106288079452","2161.0350728616","0","0","1","4","1","1","3","4","3","0","0","0","0","0","0","0","0","0","0","0"
"158216","23","23","6","2306","232","6","6","1.22566194018469","1379.21117005837","0","0","3","3","1","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158220","23","23","7","2307","233","6","6","1.08995680665987","1837.50647679477","0","0","2","2","1","1","3","2","4","0","0","0","0","0","0","0","0","0","0","0"
"158222","23","23","7","2307","233","6","6","1.08319136202787","1674.52443796411","0","0","2","5","1","2","2","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158228","23","23","6","2306","232","6","6","1.08345562421529","1910.50816448159","0","0","3","6","1","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0"
"158230","23","23","6","2306","232","6","6",".529251895861703","749.773613113821","0","0","3","6","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158301","23","23","6","2306","232","10","6",".284883205816104","480.688671707476","0","0","2","5","1","2","1","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158303","23","23","6","2306","232","10","6",".654601004129165","1498.10658567747","0","0","2","2","1","1","3","4","3","0","0","0","0","0","0","0","0","0","0","0"
"158304","23","23","6","2306","232","10","6",".563674071479714","1013.1153648517","0","0","2","5","1","2","1","2","4","0","0","0","0","0","0","0","0","0","0","0"
"158305","23","23","6","2306","232","10","6",".339447332507415","556.618492325497","0","0","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158306","23","23","6","2306","232","10","6",".693938298690027","981.385595937187","0","0","3","6","1","1","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"158307","23","23","6","2306","232","10","6",".316154244875993","527.554210751925","1","3","2","5","1","1","2","2","5","0","0","1","0","1","0","0","0","0","0","0"
"158308","23","23","6","2306","232","10","6","1.40918517869928","2190.99298641258","0","0","3","3","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158311","23","23","6","2306","232","10","6",".661102277448505","1036.04312808062","0","0","3","6","1","1","3","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158312","23","23","6","2306","232","10","6",".569766411632209","971.844973072809","0","0","3","3","1","2","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"158316","23","23","6","2306","232","10","6",".604282995237548","990.890360700395","0","0","3","6","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158320","23","23","6","2306","232","10","6",".569766411632209","1024.06538673259","0","0","2","5","1","2","2","4","4","0","0","0","0","0","0","0","0","0","0","0"
"158321","23","23","6","2306","232","10","6",".604282995237548","1030.71957076698","0","0","3","3","1","1","2","3","2","0","0","0","0","0","0","0","0","0","0","0"
"158322","23","23","6","2306","232","10","6",".67889466501483","1063.92637927949","0","0","3","6","1","2","1","1","5","0","0","0","0","0","0","0","0","0","0","0"
"158323","23","23","6","2306","232","10","6",".791047119887789","1477.84171805656","0","0","2","2","1","2","3","4"," ","0","0","0","0","0","0","0","0","0","0","0"
"158324","23","23","6","2306","232","10","6",".586068627507909","908.474862683759","0","0","2","5","1","2","1","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158328","23","23","6","2306","232","10","6",".67889466501483","1055.54150869893","0","2","3","3","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158329","23","23","6","2306","232","10","6",".563674071479714","797.162536781326","1","1","3","6","1","1","4","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158331","23","23","6","2306","232","10","6",".581997271153691","992.707030048512","0","0","3","3","1","2","1","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158332","23","23","6","2306","232","10","6",".873888075459909","1369.5093273406","0","0","3","6","1","1","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158403","23","23","6","2306","232","10","6",".763102143060482","1371.55591360859","0","0","2","5","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158404","23","23","6","2306","232","10","6",".709294022529888","1209.83584878505","0","0","3","3","1","1","3","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158406","23","23","6","2306","232","10","6",".757506781392824","1065.20332286859","0","0","3","3","1","1","3","1","4","0","0","0","0","0","0","0","0","0","0","0"
"158407","23","23","8","2308","233","10","6","1.00630092040536","1645.30545645599","0","0","2","2","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158412","23","23","8","2308","233","10","6",".573674001474582","841.915968799517","0","0","3","6","1","1","4","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158413","23","23","7","2307","233","10","6",".585865924836469","821.735520952964","0","0","3","3","1","1","2","1","5","0","0","0","0","0","0","0","0","0","0","0"
"158415","23","23","7","2307","233","10","6",".633820232551622","943.953121726633","0","0","3","6","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158417","23","23","9","2309","233","10","6",".573674001474582","635.973030697446","0","0","3","3","1","2","1","1","4","0","0","0","0","0","0","0","0","0","0","0"
"158419","23","23","7","2307","233","10","6",".592029120604234","1116.22836001964","0","0","1","4","3","2","1","2","3","0","0","0","0","0","0","0","0","0","0","0"
"158421","23","23","7","2307","233","10","6","1.03531213973879","2279.17292717199","0","0","1","4","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"158424","23","23","7","2307","233","10","6",".317906843559978","507.244043219847","0","0","2","5","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158426","23","23","6","2306","232","10","6",".355408736757447","606.217192084751","0","0","3","3","1","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158430","23","23","7","2307","233","10","6",".690208093159194","1128.49259971606","0","0","2","2","3","2","2","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158431","23","23","7","2307","233","10","6",".670867280270237","881.873536309904","0","0","3","6","1","1","3","5"," ","0","0","0","0","0","0","0","0","0","0","0"
"158507","23","23","8","2308","233","10","7",".599936952362091","957.244084415961","0","0","2","5","1","1","3","4","4","0","0","0","0","0","0","0","0","0","0","0"
"158517","23","23","8","2308","233","10","7",".337491385389974","616.317891065777","0","0","2","2","1","2","1","2","4","0","0","0","0","0","0","0","0","0","0","0"
"158528","23","23","7","2307","233","10","7",".68588999297152","1190.36864955428","0","0","2","2","1","1","3","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158531","23","23","7","2307","233","10","7",".691863132353733","758.187266911243","0","0","3","3","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158602","23","23","6","2306","232","10","6",".834793316649352","1489.5140040206","0","0","3","6","1","1","2","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158604","23","23","7","2307","233","10","6","1.08562850971999","1732.20113332102","0","0","2","5","1","2","2","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158605","23","23","6","2306","232","10","6",".275021963070381","450.975146305767","0","0","3","6","1","1","3","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158606","23","23","6","2306","232","10","6",".542309157025757","727.640000171355","0","0","3","3","1","1","3","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158607","23","23","6","2306","232","10","6",".268530326621073","440.330299382246","0","0","3","6","1","1","2","2","2","0","0","0","0","0","0","0","0","0","0","0"
"158609","23","23","6","2306","232","10","6",".561496684363766","873.011805638254","0","2","3","3","1","2","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158617","23","23","6","2306","232","10","6",".24021702656468","323.906340041496","0","0","3","3","1","2","4","1","2","0","0","0","0","0","0","0","0","0","0","0"
"158618","23","23","6","2306","232","10","6",".477906391294034","892.82924445812","0","0","2","2","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158623","23","23","6","2306","232","10","6",".470509672833291","737.356880868351","0","0","3","6","1","2","1","1","5","0","0","0","0","0","0","0","0","0","0","0"
"158626","23","23","6","2306","232","10","6",".235254836416645","407.255547426923","0","0","2","2","1","1","3","1","6","0","0","0","0","0","0","0","0","0","0","0"
"158627","23","23","6","2306","232","10","6",".521528455255699","855.567251529905","0","0","2","5","1","2","2","2","7","0","0","0","0","0","0","0","0","0","0","0"
"158630","23","23","6","2306","232","10","6",".550043926140762","1097.1883081488","0","0","2","2","1","2","1","1","5","0","0","0","0","0","0","0","0","0","0","0"
"158701","23","23","6","2306","232","10","6",".227556834800018","352.73968703419","0","0","2","5","1","2","2","2","5","0","0","0","0","0","0","0","0","0","0","0"
"158704","23","23","7","2307","233","10","6",".20668085460141","472.710449099245","0","0","1","1","1","2","2","2","4","0","0","0","0","0","0","0","0","0","0","0"
"158705","23","23","6","2306","232","10","6",".400596773131384","668.460151664226","0","0","2","5","1","1","4","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158710","23","23","7","2307","233","10","6","1.08562850971999","1521.45619207478","0","0","2","5","1","2","1","4","3","0","0","0","0","0","0","0","0","0","0","0"
"158713","23","23","6","2306","232","10","6",".56107083255145","793.480968561494","1","3","3","6","1","2","2","4","3","0","0","0","0","1","0","0","0","0","0","0"
"158715","23","23","6","2306","232","10","6","1.10770064991771","1869.04367540065","0","0","2","5","1","2","3","4","2","0","0","0","0","0","0","0","0","0","0","0"
"158716","23","23","6","2306","232","10","6",".395514057756663","705.71207994352","0","0","3","6","1","2","2","5","4","0","0","0","0","0","0","0","0","0","0","0"
"158717","23","23","7","2307","233","10","6",".214527275254727","339.727422930804","1","1","2","5","1","2","1","2"," ","0","0","0","0","0","0","0","0","0","0","0"
"158719","23","23","6","2306","232","10","6",".242177490642797","481.075598035782","0","0","3","6","1","1","3","1"," ","0","0","0","0","0","0","0","0","0","0","0"
"158720","23","23","7","2307","233","10","6","1.08562850971999","1732.86092470634","0","0","2","2","1","2","1","2","6","0","0","0","0","0","0","0","0","0","0","0"
"158721","23","23","6","2306","232","10","6",".769864726028002","1373.66251951184","0","0","3","6","1","2","1","1","3","0","0","0","0","0","0","0","0","0","0","0"
"158725","23","23","6","2306","232","10","6",".484605519705702","681.450546121623","0","0","3","3","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0"
